Cantidad,Nombre Producto,Related Venta,Related Detalle Schedule,Codigo,Presentacion,Nombre Producto (ref),Related Catalogo Producto,Catalogo Producto - Producto,Precio,Kilagramos,Importes,Catalogo Producto - Peso,Calibre,Detalle Json,producto,Venta - Nombre Cliente,Codigo.,Catalogo Producto - Descripcion,Impuesto,Malla,Related Detalle Venta,Detalle Venta records,Agregar Devoluccion,Devoluccion,Devoluccion Ckeck,Nombre Almacen,Fecha Venta,Venta - Tipo de Cliente,Tipo de Venta,Cantidad Cajas,Cantidad Kilogramos,Cantidad Pallets,Catalogo Producto - Cajas Pallet,Venta - Entregado Bodega,Detalle Salidas Venta records,Add Detalle Salidas Venta,Cantidad Pendiente,Existencia,Facturas/Ventas records,Add Facturas/Ventas,Salidas X Facturas,Devolucion,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By
225,,740,,,,,89,1RA GEN 20 KG WALMART 45 CJS,"$1,460","4,500","$328,500",20,1RA,"{
""id"":""2063"",
""CodigoP"":""89"",
""unitPrice"":1460,
""idVenta"":740,
""KG"":225,
""Existencia"":4500
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022049G,AGUACATE HASS PRIMERA EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2063,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2063&_fid_15=89&_fid_34=1&dfid=11&z=cq5b2,,no,,16-04-25 09:05 AM,Nacional,Cajas,225,"4,500",5,45,no,2063,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2063&z=cq5b2,,4500,2063,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2063&z=cq5b2,,,16-04-25 09:11 AM,16-04-25 09:11 AM,2063,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
90,,740,,,,,129,1RA B GEN 20 KG WALMART 40 CJS,"$1,360","1,800","$122,400",20,1RA B,"{
""id"":""2064"",
""CodigoP"":""129"",
""unitPrice"":1360,
""idVenta"":740,
""KG"":90,
""Existencia"":1980
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2064,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2064&_fid_15=129&_fid_34=1&dfid=11&z=cq5b2,,no,,16-04-25 09:05 AM,Nacional,Cajas,90,"1,800",2.25,40,no,2064,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2064&z=cq5b2,,1980,2064,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2064&z=cq5b2,,180,16-04-25 09:12 AM,16-04-25 09:12 AM,2064,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
315,,740,,,,,129,1RA B GEN 20 KG WALMART 40 CJS,"$1,360","6,300","$428,400",20,1RA B,"{
""id"":""2065"",
""CodigoP"":""129"",
""unitPrice"":1360,
""idVenta"":740,
""KG"":315,
""Existencia"":6930
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2065,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2065&_fid_15=129&_fid_34=1&dfid=11&z=cq5b2,,no,,16-04-25 09:05 AM,Nacional,Cajas,315,"6,300",7.875,40,no,2065,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2065&z=cq5b2,,6930,2065,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2065&z=cq5b2,,630,16-04-25 09:12 AM,16-04-25 09:12 AM,2065,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
360,,740,,,,,506,3RA BOD BD AU GEN 20 KG 25/6 WALMART 45 CJS,$800,"7,200","$288,000",20,3RA B,"{
""id"":""2066"",
""CodigoP"":""506"",
""unitPrice"":800,
""idVenta"":740,
""KG"":360,
""Existencia"":7200
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022629,AGUACATE HASS TERCERA B AURRERA EN MALLA 25/6 EN CAJA PLÁSTICO GENÉRICA 20 KG 80/120 GR,0,no,,2066,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2066&_fid_15=506&_fid_34=1&dfid=11&z=cq5b2,,no,,16-04-25 09:05 AM,Nacional,Cajas,360,"7,200",8,45,no,2066,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2066&z=cq5b2,,7200,2066,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2066&z=cq5b2,,,16-04-25 09:13 AM,16-04-25 09:29 AM,2066,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
90,,740,,,,,501,MD MKTS GEN 20 KG 25/6 WALMART 45 CJS,"$1,050","1,800","$94,500",20,MD,"{
""id"":""2067"",
""CodigoP"":""501"",
""unitPrice"":1050,
""idVenta"":740,
""KG"":90,
""Existencia"":1800
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022599,AGUACATE HASS MEDIANO MARKETSIDE EN MALLA 25/6 EN CAJA PLÁSTICO GENÉRICA 20 KG 120/150 GR,0,no,,2067,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2067&_fid_15=501&_fid_34=1&dfid=11&z=cq5b2,,no,,16-04-25 09:05 AM,Nacional,Cajas,90,"1,800",2,45,no,2067,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2067&z=cq5b2,,1800,2067,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2067&z=cq5b2,,,16-04-25 09:14 AM,16-04-25 09:14 AM,2067,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
450,,741,,,,,129,1RA B GEN 20 KG WALMART 40 CJS,"$1,360","9,000","$612,000",20,1RA B,"{
""id"":""2068"",
""CodigoP"":""129"",
""unitPrice"":1360,
""idVenta"":741,
""KG"":450,
""Existencia"":9000
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2068,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2068&_fid_15=129&_fid_34=1&dfid=11&z=cq5b2,,no,,16-04-25 11:33 AM,Nacional,Cajas,450,"9,000",11.25,40,no,2068,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2068&z=cq5b2,,9000,2068,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2068&z=cq5b2,,,16-04-25 11:34 AM,16-04-25 11:34 AM,2068,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
720,,741,,,,,506,3RA BOD BD AU GEN 20 KG 25/6 WALMART 45 CJS,$800,"14,400","$576,000",20,3RA B,"{
""id"":""2069"",
""CodigoP"":""506"",
""unitPrice"":800,
""idVenta"":741,
""KG"":720,
""Existencia"":14400
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022629,AGUACATE HASS TERCERA B AURRERA EN MALLA 25/6 EN CAJA PLÁSTICO GENÉRICA 20 KG 80/120 GR,0,no,,2069,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2069&_fid_15=506&_fid_34=1&dfid=11&z=cq5b2,,no,,16-04-25 11:33 AM,Nacional,Cajas,720,"14,400",16,45,no,2069,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2069&z=cq5b2,,"14,400",2069,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2069&z=cq5b2,,,16-04-25 11:35 AM,16-04-25 11:35 AM,2069,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
832,,742,,,,,111,EX PLASTICO 10 KG WALMART,"$1,030","8,320","$856,960",10,EX,"{
""id"":""2070"",
""CodigoP"":""111"",
""unitPrice"":1030,
""idVenta"":742,
""KG"":832,
""Existencia"":-400
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022582,AGUACATE HASS EXTRA EN CAJA DE PLÁSTICO GENÉRICA 10 KG  (230/260 GR) ED,0,no,,2070,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2070&_fid_15=111&_fid_34=1&dfid=11&z=cq5b2,,no,Ciudad de Mexico,16-04-25 08:14 PM,Nacional,Cajas,832,"8,320",8,104,no,2070,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2070&z=cq5b2,,-400,2070,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2070&z=cq5b2,8720,,16-04-25 08:16 PM,16-04-25 08:16 PM,2070,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
"1,080",,743,,,,,506,3RA BOD BD AU GEN 20 KG 25/6 WALMART 45 CJS,$800,"21,600","$864,000",20,3RA B,"{
""id"":""2071"",
""CodigoP"":""506"",
""unitPrice"":800,
""idVenta"":743,
""KG"":1080,
""Existencia"":21600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022629,AGUACATE HASS TERCERA B AURRERA EN MALLA 25/6 EN CAJA PLÁSTICO GENÉRICA 20 KG 80/120 GR,0,no,,2071,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2071&_fid_15=506&_fid_34=1&dfid=11&z=cq5b2,,no,,17-04-25 09:43 AM,Nacional,Cajas,"1,080","21,600",24,45,no,2071,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2071&z=cq5b2,,"21,600",2071,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2071&z=cq5b2,,,17-04-25 09:45 AM,17-04-25 09:45 AM,2071,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
180,,744,,,,,90,EX GEN 19 KG WALMART 45 CJS,"$1,387","3,420","$249,660",19,EX,"{
""id"":""2072"",
""CodigoP"":""90"",
""unitPrice"":1387,
""idVenta"":744,
""KG"":180,
""Existencia"":3420
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022063G,AGUACATE HASS EXTRA M EN CAJA GENÉRICA DE 19 KG 210/325 GR,0,no,,2072,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2072&_fid_15=90&_fid_34=1&dfid=11&z=cq5b2,,no,,17-04-25 09:45 AM,Nacional,Cajas,180,"3,420",4,45,no,2072,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2072&z=cq5b2,,3420,2072,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2072&z=cq5b2,,,17-04-25 09:47 AM,17-04-25 09:47 AM,2072,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
180,,744,,,,,89,1RA GEN 20 KG WALMART 45 CJS,"$1,460","3,600","$262,800",20,1RA,"{
""id"":""2073"",
""CodigoP"":""89"",
""unitPrice"":1460,
""idVenta"":744,
""KG"":180,
""Existencia"":3600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022049G,AGUACATE HASS PRIMERA EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2073,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2073&_fid_15=89&_fid_34=1&dfid=11&z=cq5b2,,no,,17-04-25 09:45 AM,Nacional,Cajas,180,"3,600",4,45,no,2073,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2073&z=cq5b2,,3600,2073,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2073&z=cq5b2,,,17-04-25 09:47 AM,17-04-25 09:47 AM,2073,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
225,,744,,,,,129,1RA B GEN 20 KG WALMART 40 CJS,"$1,360","4,500","$306,000",20,1RA B,"{
""id"":""2074"",
""CodigoP"":""129"",
""unitPrice"":1360,
""idVenta"":744,
""KG"":225,
""Existencia"":4500
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,2074,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2074&_fid_15=129&_fid_34=1&dfid=11&z=cq5b2,,no,,17-04-25 09:45 AM,Nacional,Cajas,225,"4,500",5.625,40,no,2074,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2074&z=cq5b2,,4500,2074,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2074&z=cq5b2,,,17-04-25 09:48 AM,17-04-25 09:48 AM,2074,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
315,,744,,,,,506,3RA BOD BD AU GEN 20 KG 25/6 WALMART 45 CJS,$800,"6,300","$252,000",20,3RA B,"{
""id"":""2075"",
""CodigoP"":""506"",
""unitPrice"":800,
""idVenta"":744,
""KG"":315,
""Existencia"":6300
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022629,AGUACATE HASS TERCERA B AURRERA EN MALLA 25/6 EN CAJA PLÁSTICO GENÉRICA 20 KG 80/120 GR,0,no,,2075,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2075&_fid_15=506&_fid_34=1&dfid=11&z=cq5b2,,no,,17-04-25 09:45 AM,Nacional,Cajas,315,"6,300",7,45,no,2075,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2075&z=cq5b2,,6300,2075,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2075&z=cq5b2,,,17-04-25 09:48 AM,17-04-25 09:48 AM,2075,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
135,,744,,,,,502,EX SPCL GEN 19 KG 20/6 WALMART,"$1,420","2,565","$191,700",19,EX,"{
""id"":""2076"",
""CodigoP"":""502"",
""unitPrice"":1420,
""idVenta"":744,
""KG"":135,
""Existencia"":2565
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022650,AGUACATE HASS EXTRA SPECIAL EN MALLA 20/6 EN CAJA PLÁSTICO GENÉRICA 19 KG 230/260 GR,0,no,,2076,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2076&_fid_15=502&_fid_34=1&dfid=11&z=cq5b2,,no,,17-04-25 09:45 AM,Nacional,Cajas,135,"2,565",3,45,no,2076,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2076&z=cq5b2,,2565,2076,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2076&z=cq5b2,,,17-04-25 09:49 AM,17-04-25 09:49 AM,2076,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
135,,744,,,,,501,MD MKTS GEN 20 KG 25/6 WALMART 45 CJS,"$1,050","2,700","$141,750",20,MD,"{
""id"":""2077"",
""CodigoP"":""501"",
""unitPrice"":1050,
""idVenta"":744,
""KG"":135,
""Existencia"":2700
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022599,AGUACATE HASS MEDIANO MARKETSIDE EN MALLA 25/6 EN CAJA PLÁSTICO GENÉRICA 20 KG 120/150 GR,0,no,,2077,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2077&_fid_15=501&_fid_34=1&dfid=11&z=cq5b2,,no,,17-04-25 09:45 AM,Nacional,Cajas,135,"2,700",3,45,no,2077,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2077&z=cq5b2,,2700,2077,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2077&z=cq5b2,,,17-04-25 09:50 AM,17-04-25 09:50 AM,2077,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
90,,745,,,,,90,EX GEN 19 KG WALMART 45 CJS,"$1,387","1,710","$124,830",19,EX,"{
""id"":""2078"",
""CodigoP"":""90"",
""unitPrice"":1387,
""idVenta"":745,
""KG"":90,
""Existencia"":1710
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022063G,AGUACATE HASS EXTRA M EN CAJA GENÉRICA DE 19 KG 210/325 GR,0,no,,2078,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=2078&_fid_15=90&_fid_34=1&dfid=11&z=cq5b2,,no,,17-04-25 09:51 AM,Nacional,Cajas,90,"1,710",2,45,no,2078,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=2078&z=cq5b2,,1710,2078,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=2078&z=cq5b2,,,17-04-25 09:53 AM,17-04-25 09:53 AM,2078,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
